No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
260,K (CIT),7.7,+/-0.3,mag,1.36E14,0.516,0.164,0.164,,,+/-1.64E-01,Jy,1971ApJ...170L..15B,uncertainty,2.2 microns,Broad-band measurement,,Flux in fixed aperture,"9.5"" aperture;Low quality data",From new raw data
261,K (CIT),5.08,+/-0.2,mag,1.36E14,5.76,1.17,1.17,,,+/-1.17E+00,Jy,1971ApJ...170L..15B,uncertainty,2.2 microns,Broad-band measurement,,Flux in fixed aperture,"106"" aperture",From new raw data
262,K (CIT),7.7,+/-0.3,mag,1.36E14,0.516,0.164,0.164,,,+/-1.64E-01,Jy,1971ApJ...170L..15B,uncertainty,2.2 microns,Broad-band measurement,,Flux in fixed aperture,"16"" aperture;Low quality data",From new raw data
263,K (Johnson),5.84,+/-0.03,mag,1.35E14,3.08,0.0862,0.0862,,,+/-8.62E-02,Jy,1977HarvU.T00M....A,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"55.8"" aperture",From new raw data
264,K (Johnson),6.62,+/-0.03,mag,1.35E14,1.5,0.042,0.042,,,+/-4.20E-02,Jy,1977HarvU.T00M....A,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"28.6"" aperture",From new raw data
265,K (Johnson),7.45,+/-0.03,mag,1.35E14,0.698,0.0196,0.0196,,,+/-1.96E-02,Jy,1977HarvU.T00M....A,uncertainty,2.22    microns,Broad-band measurement,,Flux in fixed aperture,"14.3"" aperture",From new raw data
266,W1 (WISE),5.715,+/-0.034,mag,8.95E13,1.6,0.0502,0.0502,,,+/-5.02E-02,Jy,2014A&A...570A.110Z,uncertainty,3.35 microns,Broad-band measurement,13 25 27.60 -43 01 09.0 (J2000),From fitting to map,,Averaged from previously published data
267,L (CIT),5.42,+/-0.1,mag,8.57E13,1.9,0.184,0.184,,,+/-1.84E-01,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"49"" aperture",From new raw data
268,L (CIT),6.25,+/-0.3,mag,8.57E13,0.885,0.282,0.282,,,+/-2.82E-01,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"15"" aperture",From new raw data
269,L (CIT),6.63,+/-0.06,mag,8.57E13,0.624,0.0355,0.0355,,,+/-3.55E-02,Jy,1976ApJ...208..317G,uncertainty,3.5     microns,Broad-band measurement,,Flux in fixed aperture,"3.5"" aperture",From new raw data
270,L (CIT),6.64,+/-0.03,mag,8.57E13,0.618,0.0173,0.0173,,,+/-1.73E-02,Jy,1976ApJ...208..317G,uncertainty,3.5     microns,Broad-band measurement,,Flux in fixed aperture,"5.2"" aperture",From new raw data
271,L (CIT),6.7,+/-0.3,mag,8.57E13,0.585,0.186,0.186,,,+/-1.86E-01,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"16"" aperture",From new raw data
272,L (CIT),5.58,+/-0.2,mag,8.57E13,1.64,0.332,0.332,,,+/-3.32E-01,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"58"" aperture",From new raw data
273,L (CIT),6.73,+/-0.1,mag,8.57E13,0.569,0.0549,0.0549,,,+/-5.49E-02,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"18"" aperture",From new raw data
274,L (CIT),6.31,+/-0.1,mag,8.57E13,0.838,0.0808,0.0808,,,+/-8.08E-02,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"27"" aperture",From new raw data
275,L (CIT),5.11,+/-0.1,mag,8.57E13,2.53,0.244,0.244,,,+/-2.44E-01,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"67"" aperture",From new raw data
276,L (CIT),6.11,+/-0.1,mag,8.57E13,1.01,0.0972,0.0972,,,+/-9.72E-02,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"33"" aperture",From new raw data
277,L (CIT),6.76,+/-0.3,mag,8.57E13,0.554,0.176,0.176,,,+/-1.76E-01,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"7.5"" aperture",From new raw data
278,L (CIT),3.5,+/-0.3,mag,8.57E13,11.2,3.55,3.55,,,+/-3.55E+00,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"160"" aperture",From new raw data
279,L (CIT),5.47,+/-0.3,mag,8.57E13,1.82,0.578,0.578,,,+/-5.78E-01,Jy,1971ApJ...170L..15B,uncertainty,3.5 microns,Broad-band measurement,,Flux in fixed aperture,"58"" aperture",From new raw data
280,3.6 microns (IRAC),,<2.7374E+00,microJy,8.44E13,,,,2.74E-6,,<2.74E-06,Jy,2013SSTSLC4.2....0C,3 sigma,3.55       microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture; 3 sigma Upper Limit",From new raw data
281,3.6 microns (IRAC),,<4.5959E+00,microJy,8.44E13,,,,4.6E-6,,<4.60E-06,Jy,2013SSTSLC4.2....0C,3 sigma,3.55       microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture; 3 sigma Upper Limit",From new raw data
282,L' (UT4/NACO),200.0,+/-40,milliJy,7.89E13,0.2,0.04,0.04,,,+/-4.00E-02,Jy,2009ApJ...696.2075A,uncertainty,3.80 microns,Broad-band measurement,,Flux in fixed aperture,Nuclear flux,Averaged from previously published data
283,4.5 microns (IRAC),168330.0,+/-8.3463E-01,microJy,6.67E13,0.168,8.35E-7,8.35E-7,,,+/-8.35E-07,Jy,2013SSTSLC4.2....0C,uncertainty,4.493      microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
284,4.5 microns (IRAC),296880.0,+/-1.5008E+00,microJy,6.67E13,0.297,1.5E-6,1.5E-6,,,+/-1.50E-06,Jy,2013SSTSLC4.2....0C,uncertainty,4.493      microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
285,W2 (WISE),5.194,+/-0.023,mag,6.52E13,1.44,0.0304,0.0304,,,+/-3.04E-02,Jy,2014A&A...570A.110Z,uncertainty,4.6 microns,Broad-band measurement,13 25 27.60 -43 01 09.0 (J2000),From fitting to map,,Averaged from previously published data
286,M (CIT),5.42,+/-0.11,mag,6.25E13,1.04,0.111,0.111,,,+/-1.11E-01,Jy,1976ApJ...208..317G,uncertainty,4.8     microns,Broad-band measurement,,Flux in fixed aperture,"5.2"" aperture",From new raw data
287,M (CIT),5.11,+/-0.13,mag,6.25E13,1.38,0.176,0.176,,,+/-1.76E-01,Jy,1976ApJ...208..317G,uncertainty,4.8     microns,Broad-band measurement,,Flux in fixed aperture,"3.5"" aperture",From new raw data
288,5.8 microns (IRAC),93483.0,+/-3.1969E+00,microJy,5.23E13,0.0935,3.2E-6,3.2E-6,,,+/-3.20E-06,Jy,2013SSTSLC4.2....0C,uncertainty,5.731      microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
289,5.8 microns (IRAC),249670.0,+/-4.2761E+00,microJy,5.23E13,0.25,4.28E-6,4.28E-6,,,+/-4.28E-06,Jy,2013SSTSLC4.2....0C,uncertainty,5.731      microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
290,6 microns (Spitzer),0.74,,Jy,5.0E13,0.74,,,,,,Jy,2005ApJ...633..706W,no uncertainty reported,6   microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
293,7.8 microns (CTIO),,+/-28  %,W cm^-2^ micron ^-1^,3.84E13,1.58,0.441,0.441,,,+/-4.41E-01,Jy,1982ApJ...260...70F,uncertainty,7.8     microns,Broad-band measurement,,Flux in fixed aperture,"8.2"" aperture",From new raw data; measurement modified from published value
294,8.0 microns (IRAC),311030.0,+/-4.7684E+00,microJy,3.81E13,0.311,4.77E-6,4.77E-6,,,+/-4.77E-06,Jy,2013SSTSLC4.2....0C,uncertainty,7.872      microns,Broad-band measurement,,Flux in fixed aperture,"3.8"" aperture",From new raw data
295,8.0 microns (IRAC),595870.0,+/-6.4365E+00,microJy,3.81E13,0.596,6.44E-6,6.44E-6,,,+/-6.44E-06,Jy,2013SSTSLC4.2....0C,uncertainty,7.872      microns,Broad-band measurement,,Flux in fixed aperture,"5.8"" aperture",From new raw data
296,8.3 microns (MIDI),0.47,+/-0.05,Jy,3.61E13,0.47,0.05,0.05,,,+/-5.00E-02,Jy,2007A&A...471..453M,uncertainty,8.3        microns,Broad-band measurement,,Flux integrated from map,Core flux; beamwidth=14 mas,From new raw data
297,8.4 microns,3.46,+/-0.09,mag,3.57E13,2.23,0.193,0.193,,,+/-1.93E-01,Jy,1976ApJ...208..317G,uncertainty,8.4     microns,Broad-band measurement,,Flux in fixed aperture,"5.2"" aperture",From new raw data
298,8.4 microns,3.62,+/-0.10,mag,3.57E13,1.93,0.186,0.186,,,+/-1.86E-01,Jy,1976ApJ...208..317G,uncertainty,8.4     microns,Broad-band measurement,,Flux in fixed aperture,"3.5"" aperture",From new raw data
300,PAH1 (VLT),921.6,+/-36.7,milliJy,3.49E13,0.922,0.0367,0.0367,,,+/-3.67E-02,Jy,2014MNRAS.439.1648A,uncertainty,8.59   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
301,8.6 microns (CTIO),,+/-10  %,W cm^-2^ micron ^-1^,3.49E13,1.13,0.113,0.113,,,+/-1.13E-01,Jy,1982ApJ...260...70F,uncertainty,8.6     microns,Broad-band measurement,,Flux in fixed aperture,"8.2"" aperture",From new raw data; measurement modified from published value
302,Si2 (GeminiS),710.0,+/-40,milliJy,3.43E13,0.71,0.04,0.04,,,+/-4.00E-02,Jy,2009ApJ...696.2075A,uncertainty,8.74 microns,Broad-band measurement,,Flux in fixed aperture,Nuclear flux,Averaged from previously published data
303,8.8 microns GeminiS,0.71,+/-0.04,Jy,3.43E13,0.71,0.04,0.04,,,+/-4.00E-02,Jy,2008ApJ...681..141R,uncertainty,8.74 microns,Broad-band measurement,,Flux integrated from map,Nucleus flux,From new raw data
304,Si2 (GeminiS),639.2,+/-24.9,milliJy,3.43E13,0.639,0.0249,0.0249,,,+/-2.49E-02,Jy,2014MNRAS.439.1648A,uncertainty,8.74   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
305,8.9 microns TIMMI2,635.0,+/-15  %,milliJy,3.37E13,0.635,0.0953,0.0953,,,+/-9.53E-02,Jy,2008A&A...484..341R,estimated error,8.9 microns,Broad-band measurement,13 25 27.6 -43 01 08.8 (J2000),Flux in fixed aperture,,From new raw data
306,9.3 microns (MIDI),0.28,+/-0.02,Jy,3.23E13,0.28,0.02,0.02,,,+/-2.00E-02,Jy,2007A&A...471..453M,uncertainty,9.3        microns,Broad-band measurement,,Flux integrated from map,Core flux; beamwidth=17 mas,From new raw data
307,9.6 microns (CTIO),,+/-14  %,W cm^-2^ micron ^-1^,3.12E13,0.628,0.0879,0.0879,,,+/-8.79E-02,Jy,1982ApJ...260...70F,uncertainty,9.6     microns,Broad-band measurement,,Flux in fixed aperture,"8.2"" aperture",From new raw data; measurement modified from published value
308,10 microns (Spitzer),0.64,,Jy,3.0E13,0.64,,,,,,Jy,2005ApJ...633..706W,no uncertainty reported,10   microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
309,N (CIT),3.3,+/-0.9,mag,2.97E13,3.3,0.9,0.9,,,+/-9.00E-01,Jy,1971ApJ...170L..15B,uncertainty,10.1 microns,Broad-band measurement,,Flux in fixed aperture,"20"" aperture",From new raw data
310,N (CTIO),710.0,+/-15  %,milliJy,2.89E13,0.71,0.106,0.106,,,+/-1.06E-01,Jy,2009ApJ...702.1127R,estimated error,10.36 microns,Broad-band measurement,,From fitting to map,Nuclear flux,From new raw data
311,10.4 microns (CTIO),,+/-15  %,W cm^-2^ micron ^-1^,2.88E13,1.14,0.171,0.171,,,+/-1.71E-01,Jy,1982ApJ...260...70F,uncertainty,10.4     microns,Broad-band measurement,,Flux in fixed aperture,"8.2"" aperture",From new raw data; measurement modified from published value
312,10.4 microns (MIDI),0.25,+/-0.02,Jy,2.88E13,0.25,0.02,0.02,,,+/-2.00E-02,Jy,2007A&A...471..453M,uncertainty,10.4       microns,Broad-band measurement,,Flux integrated from map,Core flux; beamwidth=17 mas,From new raw data
313,10.4 microns TIMMI2,0.65,+/-10  %,Jy,2.88E13,0.65,0.065,0.065,,,+/-6.50E-02,Jy,2004A&A...414..123S,uncertainty,10.4   microns,Broad-band measurement,,From multi-aperture data,,From new raw data
314,SIV (VLT),635.7,+/-22.1,milliJy,2.86E13,0.636,0.0221,0.0221,,,+/-2.21E-02,Jy,2014MNRAS.439.1648A,uncertainty,10.49   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
315,SIV (ESO),642.6,+/-26.6,milliJy,2.86E13,0.643,0.0266,0.0266,,,+/-2.66E-02,Jy,2008A&A...479..389H,uncertainty,10.49 microns,Broad-band measurement,,From fitting to map,PSF fitting,From new raw data
319,10 microns,,+/-4   %,W cm^-2^ micron ^-1^,2.83E13,1.36,0.0544,0.0544,,,+/-5.44E-02,Jy,1982ApJ...260...70F,uncertainty,10.6     microns,Broad-band measurement,,Flux in fixed aperture,"8.2"" aperture",From new raw data; measurement modified from published value
320,10.6 microns,1.0,+/-0.10,Jy,2.83E13,1.0,0.1,0.1,,,+/-1.00E-01,Jy,1974ApJ...191L..19K,uncertainty,10.6   microns,Broad-band measurement,13 22.4 -42 45 (B1950),Flux in fixed aperture,"17"" aperture",From new raw data
321,10 microns,1.7,+/-0.10,Jy,2.83E13,1.7,0.1,0.1,,,+/-1.00E-01,Jy,1978ApJ...226L.125T,uncertainty,10.6     microns,Broad-band measurement,13 22 31.8 -42 45 30 (B1950),Flux in fixed aperture,"14"" aperture",From new raw data
322,SIV_2 (VLT),1086.3,+/-77.2,milliJy,2.78E13,1.09,0.0772,0.0772,,,+/-7.72E-02,Jy,2014MNRAS.439.1648A,uncertainty,10.77   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
323,11.0 microns,2.89,+/-0.09,mag,2.73E13,2.1,0.181,0.181,,,+/-1.81E-01,Jy,1976ApJ...208..317G,uncertainty,11       microns,Broad-band measurement,,Flux in fixed aperture,"5.2"" aperture",From new raw data
324,11.0 microns,2.79,+/-0.07,mag,2.73E13,2.3,0.153,0.153,,,+/-1.53E-01,Jy,1976ApJ...208..317G,uncertainty,11       microns,Broad-band measurement,,Flux in fixed aperture,"3.5"" aperture",From new raw data
325,11.25 microns (VLT),946.0,+/-10  %,milliJy,2.66E13,0.946,0.0946,0.0946,,,+/-9.46E-02,Jy,2007A&A...473..369H,typical accuracy,11.25 microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
326,PAH2 (VLT),986.4,+/-32.9,milliJy,2.66E13,0.986,0.0329,0.0329,,,+/-3.29E-02,Jy,2014MNRAS.439.1648A,uncertainty,11.25   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
327,PAH2 (ESO),946.6,+/-29.2,milliJy,2.66E13,0.947,0.0292,0.0292,,,+/-2.92E-02,Jy,2008A&A...479..389H,uncertainty,11.25 microns,Broad-band measurement,,From fitting to map,PSF fitting,From new raw data
331,11.4 microns (MIDI),0.43,+/-0.03,Jy,2.63E13,0.43,0.03,0.03,,,+/-3.00E-02,Jy,2007A&A...471..453M,uncertainty,11.4       microns,Broad-band measurement,,Flux integrated from map,Core flux; beamwidth=20 mas,From new raw data
332,11.4 microns (CTIO),,+/-14  %,W cm^-2^ micron ^-1^,2.63E13,1.47,0.206,0.206,,,+/-2.06E-01,Jy,1982ApJ...260...70F,uncertainty,11.4     microns,Broad-band measurement,,Flux in fixed aperture,"8.2"" aperture",From new raw data; measurement modified from published value
333,W3 (WISE),2.633,+/-0.013,mag,2.59E13,2.8,0.0336,0.0336,,,+/-3.36E-02,Jy,2014A&A...570A.110Z,uncertainty,11.56 microns,Broad-band measurement,13 25 27.60 -43 01 09.0 (J2000),From fitting to map,,Averaged from previously published data
334,SiC (Keck),1.8,+/-0.2,Jy,2.56E13,1.8,0.2,0.2,,,+/-2.00E-01,Jy,2004ApJ...602..116W,uncertainty,11.7   microns,Broad-band measurement,,Flux in fixed aperture,Nuclear flux,From new raw data
335,11.7 microns (Keck),1.6,+/-0.2,Jy,2.56E13,1.6,0.2,0.2,,,+/-2.00E-01,Jy,2004ApJ...602..116W,uncertainty,11.7   microns,Broad-band measurement,,Flux in fixed aperture,Nuclear flux,From new raw data
336,11.8 microns (VLT),1150.0,+/-5,milliJy,2.54E13,1.15,0.005,0.005,,,+/-5.00E-03,Jy,2010MNRAS.402..879R,uncertainty,11.8 microns,Broad-band measurement,,Flux in fixed aperture,Nuclear flux,From new raw data
337,11.85 microns (VLT),1200.0,+/-47,milliJy,2.53E13,1.2,0.047,0.047,,,+/-4.70E-02,Jy,2010A&A...511A..64V,uncertainty,11.85 microns,Broad-band measurement,,Flux integrated from map,Core flux,From new raw data
338,SIC (VLT),1231.5,+/-24.0,milliJy,2.53E13,1.23,0.024,0.024,,,+/-2.40E-02,Jy,2014MNRAS.439.1648A,uncertainty,11.85   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
339,11.9 microns TIMMI2,1220.0,+/-15  %,milliJy,2.52E13,1.22,0.183,0.183,,,+/-1.83E-01,Jy,2008A&A...484..341R,estimated error,11.9 microns,Broad-band measurement,13 25 27.6 -43 01 08.8 (J2000),Flux in fixed aperture,,From new raw data
340,PAH2_2 (VLT),1099.4,+/-25.7,milliJy,2.52E13,1.1,0.0257,0.0257,,,+/-2.57E-02,Jy,2014MNRAS.439.1648A,uncertainty,11.88   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
342,12 microns (IRAS),14.9,+/-0.036,Jy,2.5E13,14.9,0.036,0.036,,,+/-3.60E-02,Jy,1994PrivC.U..J....K,1 sigma,12         microns,Broad-band measurement,132233. -424524 (B1950),From fitting to map,,From reprocessed raw data
343,12 microns (IRAS),22.15,+/-0.039,Jy,2.5E13,22.2,0.039,0.039,,,+/-3.90E-02,Jy,2003AJ....126.1607S,1 sigma,12   microns,Broad-band measurement,13 25 27.6 -43 01 12 (J2000),Total flux,"Size, Method, Flag codes: RZ;see paper",From reprocessed raw data
344,12 microns (IRAS),11211.0,+/-15  %,milliJy,2.5E13,11.2,1.68,1.68,,,+/-1.68E+00,Jy,1988AJ.....95...26G,typical accuracy,12         microns,Broad-band measurement,,Integrated from scans,From pointed observations,From new raw data
345,12 microns (IRAS),23.03,+/-15  %,Jy,2.5E13,23.0,3.45,3.45,,,+/-3.45E+00,Jy,1988ApJS...68...91R,uncertainty,12   microns,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data
346,12 microns (IRAS),13.26,+/-6   %,Jy,2.5E13,13.3,0.796,0.796,,,+/-7.96E-01,Jy,1990IRASF.C...0000M,uncertainty,12        microns,Broad-band measurement,132231.6 -424536 (B1950),Flux in fixed aperture,IRAS quality flag = 3,From new raw data
347,12 microns (IRAS),10666.0,,milliJy,2.5E13,10.7,,,,,,Jy,1988AJ.....95..307I,no uncertainty reported,12        microns,Broad-band measurement,,Integrated from scans,,From new raw data; OBJ_NAME modified from published value
348,NEII_1 (VLT),1490.3,+/-33.0,milliJy,2.44E13,1.49,0.033,0.033,,,+/-3.30E-02,Jy,2014MNRAS.439.1648A,uncertainty,12.27   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
349,Ne II_1 (ESO),1451.0,+/-73.1,milliJy,2.44E13,1.45,0.0731,0.0731,,,+/-7.31E-02,Jy,2008A&A...479..389H,uncertainty,12.27 microns,Broad-band measurement,,From fitting to map,PSF fitting,From new raw data
350,Si6 (GeminiS),1524.2,+/-30.9,milliJy,2.43E13,1.52,0.0309,0.0309,,,+/-3.09E-02,Jy,2014MNRAS.439.1648A,uncertainty,12.33   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
351,12.4 microns (CTIO),,+/-33  %,W cm^-2^ micron ^-1^,2.42E13,2.09,0.69,0.69,,,+/-6.90E-01,Jy,1982ApJ...260...70F,uncertainty,12.4     microns,Broad-band measurement,,Flux in fixed aperture,"8.2"" aperture",From new raw data; measurement modified from published value
353,12.6 microns (MIDI),0.62,+/-0.03,Jy,2.38E13,0.62,0.03,0.03,,,+/-3.00E-02,Jy,2007A&A...471..453M,uncertainty,12.6       microns,Broad-band measurement,,Flux integrated from map,Core flux; beamwidth=22 mas,From new raw data
354,12.6 microns,1.96,+/-0.09,mag,2.38E13,4.11,0.355,0.355,,,+/-3.55E-01,Jy,1976ApJ...208..317G,uncertainty,12.6     microns,Broad-band measurement,,Flux in fixed aperture,"3.5"" aperture",From new raw data
355,12.6 microns,2.09,+/-0.07,mag,2.38E13,3.65,0.243,0.243,,,+/-2.43E-01,Jy,1976ApJ...208..317G,uncertainty,12.6     microns,Broad-band measurement,,Flux in fixed aperture,"5.2"" aperture",From new raw data
359,NEII (VLT),1723.2,+/-61.3,milliJy,2.34E13,1.72,0.0613,0.0613,,,+/-6.13E-02,Jy,2014MNRAS.439.1648A,uncertainty,12.81   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
360,NEII (VLT),2081.5,+/-74.7,milliJy,2.34E13,2.08,0.0747,0.0747,,,+/-7.47E-02,Jy,2014MNRAS.439.1648A,uncertainty,12.81   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
364,NEII_2 (VLT),1464.1,+/-56.5,milliJy,2.3E13,1.46,0.0565,0.0565,,,+/-5.65E-02,Jy,2014MNRAS.439.1648A,uncertainty,13.04   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
370,15 microns (Spitzer),2.4,,Jy,2.0E13,2.4,,,,,,Jy,2005ApJ...633..706W,no uncertainty reported,15   microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
376,17.75 microns (Keck),2.3,+/-0.2,Jy,1.69E13,2.3,0.2,0.2,,,+/-2.00E-01,Jy,2004ApJ...602..116W,uncertainty,17.75  microns,Broad-band measurement,,Flux in fixed aperture,Nuclear flux,From new raw data
377,18 microns (AKARI),13.148,,Jy,1.67E13,13.2,,,,,,Jy,2015ApJ...814...11T,no uncertainty reported,18 microns,Broad-band measurement,,Not reported in paper,,Averaged from previously published data
378,18.3 microns GeminiS,2.63,+/-0.65,Jy,1.64E13,2.63,0.65,0.65,,,+/-6.50E-01,Jy,2008ApJ...681..141R,uncertainty,18.3 microns,Broad-band measurement,,Flux integrated from map,Nucleus flux,From new raw data
379,Qa (GeminiS),2630.0,+/-650,milliJy,1.64E13,2.63,0.65,0.65,,,+/-6.50E-01,Jy,2009ApJ...696.2075A,uncertainty,18.30 microns,Broad-band measurement,,Flux in fixed aperture,Nuclear flux,Averaged from previously published data
380,Qa (GeminiS),2401.9,+/-92.5,milliJy,1.64E13,2.4,0.0925,0.0925,,,+/-9.25E-02,Jy,2014MNRAS.439.1648A,uncertainty,18.30   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
381,Qa (GeminiS),2630.0,+/-25  %,milliJy,1.64E13,2.63,0.658,0.658,,,+/-6.58E-01,Jy,2009ApJ...702.1127R,estimated error,18.33 microns,Broad-band measurement,,From fitting to map,Nuclear flux,From new raw data
382,18.7 microns (VLT),2900.0,+/-30,milliJy,1.6E13,2.9,0.03,0.03,,,+/-3.00E-02,Jy,2010MNRAS.402..879R,uncertainty,18.7 microns,Broad-band measurement,,Flux in fixed aperture,Nuclear flux,From new raw data
383,Q2 (VLT),2694.9,+/-75.5,milliJy,1.6E13,2.69,0.0755,0.0755,,,+/-7.55E-02,Jy,2014MNRAS.439.1648A,uncertainty,18.72   microns,Broad-band measurement,201.365000 -43.019167 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
385,20 microns (Spitzer),3.3,,Jy,1.5E13,3.3,,,,,,Jy,2005ApJ...633..706W,no uncertainty reported,20   microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
386,20 microns,,+/-20  %,W cm^-2^ micron ^-1^,1.5E13,3.06,0.611,0.611,,,+/-6.11E-01,Jy,1982ApJ...260...70F,uncertainty,20       microns,Broad-band measurement,,Flux in fixed aperture,"8.2"" aperture",From new raw data; measurement modified from published value
387,W4 (WISE),0.277,+/-0.016,mag,1.36E13,6.48,0.0955,0.0955,,,+/-9.55E-02,Jy,2014A&A...570A.110Z,uncertainty,22.08 microns,Broad-band measurement,13 25 27.60 -43 01 09.0 (J2000),From fitting to map,,Averaged from previously published data
388,24 microns (MIPS),3913400.0,+/-2.7953E+02,microJy,1.27E13,3.91,2.8E-4,2.8E-4,,,+/-2.80E-04,Jy,2013SSTSLC4.2....0C,uncertainty,23.68      microns,Broad-band measurement,,Modelled datum,PSF fit,From new raw data
389,24 microns (MIPS),3925100.0,+/-4.5796E+01,microJy,1.27E13,3.93,4.58E-5,4.58E-5,,,+/-4.58E-05,Jy,2013SSTSLC4.2....0C,uncertainty,23.68      microns,Broad-band measurement,,Flux in fixed aperture,"14.7"" aperture",From new raw data
393,25 microns (IRAS),15681.0,+/-15  %,milliJy,1.2E13,15.7,2.35,2.35,,,+/-2.35E+00,Jy,1988AJ.....95...26G,typical accuracy,25         microns,Broad-band measurement,,Integrated from scans,From pointed observations,From new raw data
394,25 microns (IRAS),20.74,+/-0.046,Jy,1.2E13,20.7,0.046,0.046,,,+/-4.60E-02,Jy,1994PrivC.U..J....K,1 sigma,25         microns,Broad-band measurement,132233. -424524 (B1950),From fitting to map,,From reprocessed raw data
395,25 microns (IRAS),28.25,+/-0.048,Jy,1.2E13,28.2,0.048,0.048,,,+/-4.80E-02,Jy,2003AJ....126.1607S,1 sigma,25   microns,Broad-band measurement,13 25 27.6 -43 01 12 (J2000),Total flux,"Size, Method, Flag codes: RZ;see paper",From reprocessed raw data
396,25 microns (IRAS),30.74,+/-15  %,Jy,1.2E13,30.7,4.61,4.61,,,+/-4.61E+00,Jy,1988ApJS...68...91R,uncertainty,25   microns,Broad-band measurement,,Flux integrated from map,,From reprocessed raw data
397,25 microns (IRAS),15808.0,,milliJy,1.2E13,15.8,,,,,,Jy,1988AJ.....95..307I,no uncertainty reported,25        microns,Broad-band measurement,,Integrated from scans,,From new raw data; OBJ_NAME modified from published value
398,25 microns (IRAS),17.26,+/-6   %,Jy,1.2E13,17.3,0.796,0.796,,,+/-7.96E-01,Jy,1990IRASF.C...0000M,uncertainty,25        microns,Broad-band measurement,132231.6 -424536 (B1950),Flux in fixed aperture,IRAS quality flag = 3,From new raw data
407,30 microns (Spitzer),6.4,,Jy,9.99E12,6.4,,,,,,Jy,2005ApJ...633..706W,no uncertainty reported,30   microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
