No.,Observed Passband,Photometry Measurement,Uncertainty,Units,Frequency,Flux Density,Upper limit of uncertainty,Lower limit of uncertainty,Upper limit of Flux Density,Lower limit of Flux Density,NED Uncertainty,NED Units,Refcode,Significance,Published frequency,Frequency Mode,Coordinates Targeted,Spatial Mode,Qualifiers,Comments
208,10 microns,,<0.104,Jy,3.0E13,,,,0.104,,<1.04E-01,Jy,1978ApJ...220L..37R,2 sigma,10      microns,Broad-band measurement,,Flux in fixed aperture,"5.7"" aperture",From new raw data
210,W3 (WISE),4.52,,mag,2.59E13,0.493,,,,,,Jy,2016ApJ...818..182V,no uncertainty reported,11.56 microns,Broad-band measurement,03 22 41.710 -37 12 28.70 (J2000),Total flux,,From reprocessed raw data
211,W3 (WISE),4.17,+/-0.038,mag,2.59E13,0.68,0.0238,0.0238,,,+/-2.38E-02,Jy,2017ApJ...850...68C,uncertainty,11.56 microns,Broad-band measurement,,Total flux,,From reprocessed raw data
212,SIC (VLT),,<26.4,milliJy,2.53E13,,,,0.0264,,<2.64E-02,Jy,2014MNRAS.439.1648A,3 sigma,11.85   microns,Broad-band measurement,050.673750 -37.208333 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
213,11.85 microns (VLT),,<9,milliJy,2.53E13,,,,0.009,,<9.00E-03,Jy,2010A&A...511A..64V,3 sigma,11.85 microns,Broad-band measurement,,Flux integrated from map,Core flux,From new raw data
214,PAH2_2 (VLT),,<12.8,milliJy,2.52E13,,,,0.0128,,<1.28E-02,Jy,2014MNRAS.439.1648A,3 sigma,11.88   microns,Broad-band measurement,050.673750 -37.208333 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
215,12 microns (IRAS),244.0,+/-15  %,milliJy,2.5E13,0.244,0.0366,0.0366,,,+/-3.66E-02,Jy,1988AJ.....95...26G,typical accuracy,12         microns,Broad-band measurement,,Integrated from scans,From pointed observations,From new raw data
216,12 microns (IRAS),0.33,+/-0.042,Jy,2.5E13,0.33,0.042,0.042,,,+/-4.20E-02,Jy,1994PrivC.U..J....K,1 sigma,12         microns,Broad-band measurement,032047. -372312 (B1950),From fitting to map,,From reprocessed raw data
217,12 microns (IRAS),0.3223,+/-7   %,Jy,2.5E13,0.322,0.0226,0.0226,,,+/-2.26E-02,Jy,1990IRASF.C...0000M,uncertainty,12        microns,Broad-band measurement,032046.8 -372309 (B1950),Flux in fixed aperture,IRAS quality flag = 3,From new raw data
219,Si6 (GeminiS),21.3,+/-0.3,milliJy,2.43E13,0.0213,3.0E-4,3.0E-4,,,+/-3.00E-04,Jy,2014MNRAS.439.1648A,uncertainty,12.33   microns,Broad-band measurement,050.673750 -37.208333 (J2000),Flux in fixed aperture,Nuclear flux,From reprocessed raw data
220,15 microns (ISOCAM),85.5,+/-7.4,milliJy,2.1E13,0.0855,0.0074,0.0074,,,+/-7.40E-03,Jy,2005ApJ...622..235T,uncertainty,14.3   microns,Broad-band measurement,,Flux in fixed aperture,Aperture = effective radius (R_e/8),From new raw data
221,15 microns (ISO),210.1,+/-34.0,milliJy,2.0E13,0.21,0.034,0.034,,,+/-3.40E-02,Jy,2004A&A...416...41X,uncertainty,15   microns,Broad-band measurement,,Total flux,,From reprocessed raw data
223,W4 (WISE),3.33,,mag,1.36E13,0.389,,,,,,Jy,2016ApJ...818..182V,no uncertainty reported,22.08 microns,Broad-band measurement,03 22 41.710 -37 12 28.70 (J2000),Total flux,,From reprocessed raw data
224,W4 (WISE),2.783,+/-0.047,mag,1.36E13,0.644,0.0279,0.0279,,,+/-2.79E-02,Jy,2017ApJ...850...68C,uncertainty,22.08 microns,Broad-band measurement,,Total flux,,From reprocessed raw data
225,24 microns (MIPS),-0.337,+/-0.011,log(Jy),1.27E13,0.46,0.0117,0.0117,,,+/-1.17E-02,Jy,2009ApJ...703.1569M,statistical error,23.68 microns,Broad-band measurement,03 22 41.7 -37 12 29.6 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
226,24 microns (MIPS),0.43,+/-0.02,Jy,1.27E13,0.43,0.02,0.02,,,+/-2.00E-02,Jy,2007ApJ...655..863D,uncertainty,23.68   microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Total flux,,From reprocessed raw data; Extinction-corrected for Milky Way
227,24 microns (MIPS),430.0,+/-21,milliJy,1.27E13,0.43,0.021,0.021,,,+/-2.10E-02,Jy,2009ApJ...707..890T,uncertainty,23.68 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
228,24 microns (MIPS),0.094,+/-5   %,Jy,1.27E13,0.094,0.0047,0.0047,,,+/-4.70E-03,Jy,2007ApJ...669..959R,uncertainty,23.68 microns,Broad-band measurement,03 22 41.61 -37 12 28.7 (J2000),Flux integrated from map,,From new raw data
229,24 microns (MIPS),0.36,+/-0.04,Jy,1.27E13,0.36,0.04,0.04,,,+/-4.00E-02,Jy,2005ApJ...633..857D,uncertainty,23.68   microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
230,24 microns (MIPS),221.0,+/-15  %,milliJy,1.27E13,0.221,0.0332,0.0332,,,+/-3.32E-02,Jy,2005ApJ...635L..25T,uncertainty,23.68   microns,Broad-band measurement,,Flux in fixed aperture,"40.35"" aperture",From new raw data
231,24 microns (MIPS),60.8,+/-1.8,milliJy,1.27E13,0.0608,0.0018,0.0018,,,+/-1.80E-03,Jy,2010ApJ...721.1702L,uncertainty,23.680 microns,Broad-band measurement,03 22 41.71 -37 12 28.7 (J2000),Flux in fixed aperture,Nuclear flux,From new raw data
232,24 microns (MIPS),109490.0,+/-7.8204E+01,microJy,1.27E13,0.109,7.82E-5,7.82E-5,,,+/-7.82E-05,Jy,2013SSTSLC4.2....0C,uncertainty,23.68      microns,Broad-band measurement,,Modelled datum,PSF fit,From new raw data
233,24 microns (MIPS),110790.0,+/-5.8798E+01,microJy,1.27E13,0.111,5.88E-5,5.88E-5,,,+/-5.88E-05,Jy,2013SSTSLC4.2....0C,uncertainty,23.68      microns,Broad-band measurement,,Flux in fixed aperture,"14.7"" aperture",From new raw data
234,25 microns (IRAS),251.0,+/-15  %,milliJy,1.2E13,0.251,0.0377,0.0377,,,+/-3.77E-02,Jy,1988AJ.....95...26G,typical accuracy,25         microns,Broad-band measurement,,Integrated from scans,From pointed observations,From new raw data
235,25 microns (IRAS),0.29,+/-0.022,Jy,1.2E13,0.29,0.022,0.022,,,+/-2.20E-02,Jy,1994PrivC.U..J....K,1 sigma,25         microns,Broad-band measurement,032047. -372312 (B1950),From fitting to map,,From reprocessed raw data
236,25 microns (IRAS),0.2488,+/-8   %,Jy,1.2E13,0.249,0.0258,0.0258,,,+/-2.58E-02,Jy,1990IRASF.C...0000M,uncertainty,25        microns,Broad-band measurement,032046.8 -372309 (B1950),Flux in fixed aperture,IRAS quality flag = 3,From new raw data
239,60 microns (IRAS),3024.0,+/-15  %,milliJy,5.0E12,3.02,0.454,0.454,,,+/-4.54E-01,Jy,1988AJ.....95...26G,typical accuracy,60         microns,Broad-band measurement,,Integrated from scans,From pointed observations,From new raw data
240,60 microns (IRAS),3.07,+/-0.030,Jy,5.0E12,3.07,0.03,0.03,,,+/-3.00E-02,Jy,1994PrivC.U..J....K,1 sigma,60         microns,Broad-band measurement,032047. -372312 (B1950),From fitting to map,,From reprocessed raw data
241,60 microns (IRAS),2.977,+/-5   %,Jy,5.0E12,2.98,0.149,0.149,,,+/-1.49E-01,Jy,1990IRASF.C...0000M,uncertainty,60        microns,Broad-band measurement,032046.8 -372309 (B1950),Flux in fixed aperture,IRAS quality flag = 3,From new raw data
242,70 microns (PACS),5.81,+/-0.33E+0,Jy,4.28E12,5.81,0.33,0.33,,,+/-3.30E-01,Jy,2012ApJ...745...95D,uncertainty,70 microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Flux in fixed aperture,,From new raw data
243,70 microns (MIPS),0.734,+/-0.011,log(Jy),4.2E12,5.42,0.137,0.137,,,+/-1.37E-01,Jy,2009ApJ...703.1569M,statistical error,71.42 microns,Broad-band measurement,03 22 41.7 -37 12 29.6 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
244,70 microns (MIPS),5.44,+/-0.40,Jy,4.2E12,5.44,0.4,0.4,,,+/-4.00E-01,Jy,2007ApJ...655..863D,uncertainty,71.42   microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Total flux,,From reprocessed raw data; Extinction-corrected for Milky Way
245,70 microns (MIPS),4.22,+/-0.85,Jy,4.2E12,4.22,0.85,0.85,,,+/-8.50E-01,Jy,2005ApJ...633..857D,uncertainty,71.42   microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
246,70 microns (MIPS),5440.0,+/-312,milliJy,4.2E12,5.44,0.312,0.312,,,+/-3.12E-01,Jy,2009ApJ...707..890T,uncertainty,71.42 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
247,100 microns (PACS),9.3,+/-0.50E+0,Jy,3.0E12,9.3,0.5,0.5,,,+/-5.00E-01,Jy,2012ApJ...745...95D,uncertainty,100 microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Flux in fixed aperture,,From new raw data
248,100 microns (IRAS),8446.0,+/-15  %,milliJy,3.0E12,8.45,1.27,1.27,,,+/-1.27E+00,Jy,1988AJ.....95...26G,typical accuracy,100        microns,Broad-band measurement,,Integrated from scans,From pointed observations,From new raw data
249,100 microns (IRAS),8.11,+/-1.900,Jy,3.0E12,8.11,1.9,1.9,,,+/-1.90E+00,Jy,1994PrivC.U..J....K,1 sigma,100        microns,Broad-band measurement,032047. -372312 (B1950),From fitting to map,,From reprocessed raw data
250,100 microns (IRAS),7.331,+/-4   %,Jy,3.0E12,7.33,0.293,0.293,,,+/-2.93E-01,Jy,1990IRASF.C...0000M,uncertainty,100       microns,Broad-band measurement,032046.8 -372309 (B1950),Flux in fixed aperture,IRAS quality flag = 2,From new raw data
251,160 microns (MIPS),12.61,+/-1.78,Jy,1.92E12,12.6,1.78,1.78,,,+/-1.78E+00,Jy,2007ApJ...655..863D,uncertainty,155.9   microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Total flux,,From reprocessed raw data; Extinction-corrected for Milky Way
252,160 microns (MIPS),12610.0,+/-886,milliJy,1.92E12,12.6,0.886,0.886,,,+/-8.86E-01,Jy,2009ApJ...707..890T,uncertainty,155.9 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
253,160 microns (MIPS),9.66,+/-1.94,Jy,1.92E12,9.66,1.94,1.94,,,+/-1.94E+00,Jy,2005ApJ...633..857D,uncertainty,155.9   microns,Broad-band measurement,,Flux in fixed aperture,,From new raw data
254,160 microns (MIPS),1.059,+/-0.003,log(Jy),1.92E12,11.5,0.0791,0.0791,,,+/-7.91E-02,Jy,2009ApJ...703.1569M,statistical error,155.9 microns,Broad-band measurement,03 22 41.7 -37 12 29.6 (J2000),Flux in fixed aperture,,From new raw data; Extinction-corrected for Milky Way
255,160 microns (PACS),11.5,+/-0.06E+1,Jy,1.87E12,11.5,0.6,0.6,,,+/-6.00E-01,Jy,2012ApJ...745...95D,uncertainty,160 microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Flux in fixed aperture,,From new raw data
256,250 microns (SPIRE),3895.5,+/-584.4,milliJy,1.2E12,3.9,0.584,0.584,,,+/-5.84E-01,Jy,2014ApJ...783..135A,5 sigma,250 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
257,250 microns (SPIRE),4.8,+/-0.37E+0,Jy,1.2E12,4.8,0.37,0.37,,,+/-3.70E-01,Jy,2012ApJ...745...95D,uncertainty,250 microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Flux in fixed aperture,,From new raw data
258,350 microns (SPIRE),1650.4,+/-249.6,milliJy,8.57E11,1.65,0.25,0.25,,,+/-2.50E-01,Jy,2014ApJ...783..135A,5 sigma,350 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
259,350 microns (SPIRE),2.06,+/-0.19E+0,Jy,8.57E11,2.06,0.19,0.19,,,+/-1.90E-01,Jy,2012ApJ...745...95D,uncertainty,350 microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Flux in fixed aperture,,From new raw data
260,500 microns (SPIRE),0.816,+/-1.33E-1,Jy,6.0E11,0.816,0.133,0.133,,,+/-1.33E-01,Jy,2012ApJ...745...95D,uncertainty,500 microns,Broad-band measurement,03 22 41.2 -37 12 10 (J2000),Flux in fixed aperture,,From new raw data
261,500 microns (SPIRE),502.9,+/-79.5,milliJy,6.0E11,0.503,0.0795,0.0795,,,+/-7.95E-02,Jy,2014ApJ...783..135A,5 sigma,500 microns,Broad-band measurement,,Flux in fixed aperture,,From reprocessed raw data
262,94 GHz (WMAP),0.7,+/-0.3,Jy,9.4E10,0.7,0.3,0.3,,,+/-3.00E-01,Jy,2009ApJ...694..222C,1 sigma,94 GHz,Broad-band measurement,03 22 16 -37 11 00 (J2000),Flux integrated from map,,From new raw data
263,94 GHz (WMAP),1.4,+/-0.5,Jy,9.4E10,1.4,0.5,0.5,,,+/-5.00E-01,Jy,2003ApJS..148...97B,uncertainty,94   GHz,Broad-band measurement,032225.2 -371131 (J2000),Flux integrated from map,,From new raw data
264,61 GHz (WMAP),1752.0,+/-218,milliJy,6.1E10,1.75,0.218,0.218,,,+/-2.18E-01,Jy,2009MNRAS.392..733M,uncertainty,61 GHz,Broad-band measurement,050.5823 -37.1774 (J2000),Flux integrated from map,,From new raw data
265,61 GHz (WMAP),8.6,+/-0.10,Jy,6.1E10,8.6,0.1,0.1,,,+/-1.00E-01,Jy,2011ApJS..192...15G,uncertainty,61 GHz,Broad-band measurement,03 22 25 -37 11 (J2000),Flux integrated from map,,From new raw data
266,61 GHz (WMAP),1.9,+/-0.3,Jy,6.1E10,1.9,0.3,0.3,,,+/-3.00E-01,Jy,2003ApJS..148...97B,uncertainty,61   GHz,Broad-band measurement,032225.2 -371131 (J2000),Flux integrated from map,,From new raw data
267,V (WMAP),8.4,+/-2.50,Jy,6.1E10,8.4,2.5,2.5,,,+/-2.50E+00,Jy,2009ApJS..180..283W,uncertainty,61 GHz,Broad-band measurement,03 22 25 -37 11 00 (J2000),Flux integrated from map,,From new raw data
268,61 GHz (WMAP),1.3,+/-0.2,Jy,6.1E10,1.3,0.2,0.2,,,+/-2.00E-01,Jy,2009ApJ...694..222C,1 sigma,61 GHz,Broad-band measurement,03 22 16 -37 11 00 (J2000),Flux integrated from map,,From new raw data
269,41 GHz (WMAP),10.7,+/-0.06,Jy,4.1E10,10.7,0.06,0.06,,,+/-6.00E-02,Jy,2011ApJS..192...15G,uncertainty,41 GHz,Broad-band measurement,03 22 25 -37 11 (J2000),Flux integrated from map,,From new raw data
270,41 GHz (WMAP),10500.0,,milliJy,4.1E10,10.5,,,,,,Jy,2009A&A...508..107G,no uncertainty reported,41 GHz,Broad-band measurement,03 22 41.7 -37 12 38.9 (J2000),Flux integrated from map,,From new raw data
271,41 GHz (WMAP),2.3,+/-0.2,Jy,4.1E10,2.3,0.2,0.2,,,+/-2.00E-01,Jy,2009ApJ...694..222C,1 sigma,41 GHz,Broad-band measurement,03 22 16 -37 11 00 (J2000),Flux integrated from map,,From new raw data
272,Q (WMAP),10.6,+/-1.90,Jy,4.1E10,10.6,1.9,1.9,,,+/-1.90E+00,Jy,2009ApJS..180..283W,uncertainty,41 GHz,Broad-band measurement,03 22 25 -37 11 00 (J2000),Flux integrated from map,,From new raw data
273,41 GHz (WMAP),3069.0,+/-180,milliJy,4.1E10,3.07,0.18,0.18,,,+/-1.80E-01,Jy,2009MNRAS.392..733M,uncertainty,41 GHz,Broad-band measurement,050.5823 -37.1774 (J2000),Flux integrated from map,,From new raw data
274,41 GHz (WMAP),4.3,+/-0.1,Jy,4.1E10,4.3,0.1,0.1,,,+/-1.00E-01,Jy,2003ApJS..148...97B,uncertainty,41   GHz,Broad-band measurement,032225.2 -371131 (J2000),Flux integrated from map,,From new raw data
275,33 GHz (WMAP),7.1,+/-0.1,Jy,3.3E10,7.1,0.1,0.1,,,+/-1.00E-01,Jy,2003ApJS..148...97B,uncertainty,33   GHz,Broad-band measurement,032225.2 -371131 (J2000),Flux integrated from map,,From new raw data
276,Ka (WMAP),12.6,+/-2.00,Jy,3.3E10,12.6,2.0,2.0,,,+/-2.00E+00,Jy,2009ApJS..180..283W,uncertainty,33 GHz,Broad-band measurement,03 22 25 -37 11 00 (J2000),Flux integrated from map,,From new raw data
277,33 GHz (WMAP),12.5,+/-0.05,Jy,3.3E10,12.5,0.05,0.05,,,+/-5.00E-02,Jy,2011ApJS..192...15G,uncertainty,33 GHz,Broad-band measurement,03 22 25 -37 11 (J2000),Flux integrated from map,,From new raw data
278,33 GHz (WMAP),5217.0,+/-229,milliJy,3.3E10,5.22,0.229,0.229,,,+/-2.29E-01,Jy,2009MNRAS.392..733M,uncertainty,33 GHz,Broad-band measurement,050.5823 -37.1774 (J2000),Flux integrated from map,,From new raw data
279,K (WMAP),18.5,+/-3.10,Jy,2.3E10,18.5,3.1,3.1,,,+/-3.10E+00,Jy,2009ApJS..180..283W,uncertainty,23 GHz,Broad-band measurement,03 22 25 -37 11 00 (J2000),Flux integrated from map,,From new raw data
280,23 GHz (WMAP),18.6,+/-0.04,Jy,2.3E10,18.6,0.04,0.04,,,+/-4.00E-02,Jy,2011ApJS..192...15G,uncertainty,23 GHz,Broad-band measurement,03 22 25 -37 11 (J2000),Flux integrated from map,,From new raw data
281,23 GHz (WMAP),11.7,+/-0.1,Jy,2.3E10,11.7,0.1,0.1,,,+/-1.00E-01,Jy,2003ApJS..148...97B,uncertainty,23   GHz,Broad-band measurement,032225.2 -371131 (J2000),Flux integrated from map,,From new raw data
282,23 GHz (WMAP),10198.0,+/-248,milliJy,2.3E10,10.2,0.248,0.248,,,+/-2.48E-01,Jy,2009MNRAS.392..733M,uncertainty,23 GHz,Broad-band measurement,050.5823 -37.1774 (J2000),Flux integrated from map,,From new raw data
283,2700 MHz,98.0,,Jy,2.7E9,98.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,2700   MHz,Broad-band measurement,03 20 42.0 -37 25 00 (B1950),Integrated from scans,,Homogenized from new and previously published data
284,2700 MHz,98.0,+/-1.50,Jy,2.7E9,98.0,1.5,1.5,,,+/-1.50E+00,Jy,1973AuJPA..30....1B,uncertainty,2700   MHz,Broad-band measurement,032042.00 -372500.0 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
286,1.4 GHz (NVSS),255.0,+/-10,milliJy,1.4E9,0.255,0.01,0.01,,,+/-1.00E-02,Jy,2014MNRAS.440..696A,uncertainty,1.4 GHz,Broad-band measurement,03 22 41.79 -37 12 29.5 (J2000),Total flux,,Averaged from previously published data
287,1.4 GHz (CHIPASS),45500.0,,milliJy,1.4E9,45.5,,,,,,Jy,2014MNRAS.440..696A,no uncertainty reported,1.4 GHz,Broad-band measurement,03 22 41.79 -37 12 29.5 (J2000),From fitting to map,Beam-weighted flux density,From reprocessed raw data
288,1.4 GHz (VLA),150000.0,+/-10000.0,milliJy,1.4E9,150.0,10.0,10.0,,,+/-1.00E+01,Jy,2011ApJ...731L..41B,uncertainty,1.4 GHz,Broad-band measurement,03 22 41.789 -37 12 29.52 (J2000),Flux integrated from map,,From reprocessed raw data
289,1.4GHz,254.7,+/-0.6,milliJy,1.4E9,0.255,6.0E-4,6.0E-4,,,+/-6.00E-04,Jy,1998AJ....115.1693C,uncertainty,1.40   GHz,Broad-band measurement,03 22 41.63 -37 12 25.6 (J2000),Flux integrated from map,,From new raw data
290,843 MHz (MOST),169.0,,Jy,8.43E8,169.0,,,,,,Jy,2006AJ....131..100B,no uncertainty reported,843   MHz,Broad-band measurement,032243.0 -371140. (J2000),Flux integrated from map,Flux estimated from the radio spectrum,From new raw data
291,843 MHz (SUMSS),368.0,+/-11.6,milliJy,8.43E8,0.368,0.0116,0.0116,,,+/-1.16E-02,Jy,2008SUMSS.2.1.....:,uncertainty,843   MHz,Broad-band measurement,032241.40 -371225.5 (J2000),Flux integrated from map,,From new raw data
292,843 MHz,169.0,+/-9   %,Jy,8.43E8,169.0,15.2,15.2,,,+/-1.52E+01,Jy,1992ApJS...80..137J,rms uncertainty,843      MHz,Broad-band measurement,032048.5 -372219 (B1950),Flux integrated from map,Article has map,From new raw data
293,843 MHz (SUMSS),169000.0,+/-2287,milliJy,8.43E8,169.0,2.29,2.29,,,+/-2.29E+00,Jy,2014MNRAS.440..696A,uncertainty,843 MHz,Broad-band measurement,03 22 41.79 -37 12 29.5 (J2000),Flux integrated from map,,Averaged from previously published data
294,408 MHz,259.0,,Jy,4.08E8,259.0,,,,,,Jy,1990PKS90.C...0000W,no uncertainty reported,408   MHz,Broad-band measurement,03 20 42.0 -37 25 00 (B1950),Integrated from scans,,Homogenized from new and previously published data
295,408 MHz,259.0,+/-0.00,Jy,4.08E8,259.0,0.0,0.0,,,+/-0.00E+00,Jy,1981MNRAS.194..693L,rms noise,408        MHz,Broad-band measurement,032048.0 -372309 (B1950),Modelled datum,,From new raw data; Corrected for contaminating sources
296,408 MHz,176.8,+/-27.52,Jy,4.08E8,177.0,27.5,27.5,,,+/-2.75E+01,Jy,1969AuJPA...7....3E,uncertainty,408   MHz,Broad-band measurement,032042.00 -372500.0 (B1950),Not reported in paper,From Kuhr catalog (1981A&AS...45..367K),Transformed from previously published data
297,145 MHz (PAPER),123.9,,Jy,1.45E8,124.0,,,,,,Jy,2011ApJ...734L..34J,no uncertainty reported,145 MHz,Broad-band measurement,50.45 -37.26 (J2000),Flux integrated from map,,From new raw data
